Ticker,Signal Date,Entry Date,Exit Date,Entry Price,Exit Price,Highest High,Lowest Low,MFE (%),MAE (%),Day MFE occurred,Day MAE occurred,Final Return (%)
LT,2026-03-19,2026-03-20,2026-03-30,3434.800048828125,3504.10009765625,3660.0,3288.10009765625,6.556420984351274,-4.270989550670516,3,1,2.017586113979723
RPOWER,2026-03-20,2026-03-23,2026-04-01,20.96999931335449,22.350000381469727,23.299999237060547,20.170000076293945,11.11111111111113,-3.814970258730879,2,4,6.58083506581901
ROSSARI,2026-03-20,2026-03-23,2026-04-01,388.75,404.2999877929688,429.0,375.0,10.353697749196142,-3.536977491961415,2,4,3.999996859927667
COROMANDEL,2026-03-20,2026-03-23,2026-04-01,1846.5,1918.699951171875,2027.0,1818.0999755859373,9.775250473869484,-1.5380462720857149,2,0,3.91009754518684
BPCL,2026-03-20,2026-03-23,2026-04-01,271.29998779296875,281.25,298.5,270.0,10.02580664610564,-0.479169867844145,3,0,3.667531387662349
DEVYANI,2026-03-20,2026-03-23,2026-04-01,101.16000366210938,96.76000213623048,106.75,94.30999755859376,5.525895744885606,-6.771456954861063,2,4,-4.349546625735209
COCHINSHIP,2026-03-20,2026-03-23,2026-04-01,1269.199951171875,1338.5999755859375,1372.0,1187.0,8.099594451859842,-6.47651704492884,5,4,5.468013479671522
UPL,2026-03-20,2026-03-23,2026-04-01,602.4000244140625,594.5,632.8499755859375,565.1500244140625,5.054772566035801,-6.183598686974162,2,4,-1.3114249823855222
TEXRAIL,2026-03-20,2026-03-23,2026-04-01,84.37999725341797,88.4000015258789,91.29000091552734,78.05000305175781,8.189148953580313,-7.501771044918762,2,4,4.764167342157741
HINDZINC,2026-03-20,2026-03-23,2026-04-01,478.9000549316406,515.0397338867188,521.423103497438,475.31555313854193,8.879315867246497,-0.7484864025773302,5,0,7.5463927353770694
TATACOMM,2026-03-20,2026-03-23,2026-04-01,1383.0,1390.199951171875,1457.699951171875,1342.0999755859375,5.401297987843456,-2.957340883157086,2,4,0.5206038446764281
HOMEFIRST,2026-03-20,2026-03-23,2026-04-01,905.2000122070312,950.4500122070312,960.5999755859376,893.7000122070312,6.120190304000532,-1.2704374552493707,2,4,4.998895204350784
GRINDWELL,2026-03-20,2026-03-23,2026-04-01,1364.199951171875,1405.4000244140625,1425.0,1329.0,4.456828251305576,-2.5802633361507996,5,0,3.020090508491502
APTUS,2026-03-20,2026-03-23,2026-04-01,199.49417114257807,201.8124847412109,207.12281568849903,191.24135126964168,3.8239937047929016,-4.136872684384403,2,4,1.162095907542054
SAPPHIRE,2026-03-20,2026-03-23,2026-04-01,154.47999572753906,155.33999633789062,164.6999969482422,149.00999450683594,6.6157441114436875,-3.5409123329798167,3,4,0.5567067802541703
ZEEL,2026-03-20,2026-03-23,2026-04-01,68.38999938964844,76.06999969482422,77.27999877929688,68.0,12.998975682099559,-0.5702579223994965,2,0,11.229712492640017
WHIRLPOOL,2026-03-23,2026-03-24,2026-04-02,798.4500122070312,814.4000244140625,832.5,775.9500122070312,4.264510898916472,-2.8179597540247694,4,3,1.9976218878052379
PRINCEPIPE,2026-03-23,2026-03-24,2026-04-02,226.1000061035156,224.8800048828125,237.75,205.0,5.152584512160815,-9.33215636175408,1,3,-0.5395847800837927
WESTLIFE,2026-03-23,2026-03-24,2026-04-02,424.7999877929688,459.9500122070313,496.8500061035156,404.0,16.9609275849747,-4.896419112682724,3,0,8.274488094192995
BANDHANBNK,2026-03-23,2026-03-24,2026-04-02,149.99000549316406,146.33999633789062,155.5,140.6999969482422,3.6735744416564216,-6.193751719907281,1,5,-2.4335015811702134
ADANIPORTS,2026-03-23,2026-03-24,2026-04-02,1344.199951171875,1377.5999755859375,1405.4000244140625,1307.0999755859375,4.552899528737017,-2.7600042355003582,4,3,2.484751199770862
VOLTAS,2026-03-23,2026-03-24,2026-04-02,1302.0999755859375,1235.4000244140625,1381.0,1186.800048828125,6.059444427725908,-8.854921198038438,1,5,-5.1224907781647415
VINDHYATEL,2026-03-23,2026-03-24,2026-04-02,1017.5999755859376,1092.050048828125,1098.75,963.9000244140624,7.974648816921985,-5.27711796975571,5,3,7.316241649801414
SAPPHIRE,2026-03-23,2026-03-24,2026-04-02,158.44000244140625,153.97000122070312,164.6999969482422,139.91000366210938,3.951018941161016,-11.695278019292871,2,5,-2.821257985246627
ROSSARI,2026-03-23,2026-03-24,2026-04-02,397.8999938964844,428.1000061035156,464.4500122070313,375.0,16.72531272464916,-5.755213432459091,5,3,7.589849879436773
AMBER,2026-03-23,2026-03-24,2026-04-02,6452.0,6281.5,6820.0,6136.0,5.7036577805331685,-4.897706137631743,4,0,-2.642591444513329
BAJFINANCE,2026-03-23,2026-03-24,2026-04-02,849.0,826.8499755859375,888.7999877929688,792.4500122070312,4.68786664228136,-6.660775947346142,1,5,-2.6089545835173733
ULTRACEMCO,2026-03-23,2026-03-24,2026-04-02,10764.0,10620.0,11236.0,10365.0,4.384986993682646,-3.706800445930881,1,5,-1.3377926421404682
TRENT,2026-03-23,2026-03-24,2026-04-02,3365.60009765625,3550.60009765625,3567.39990234375,3275.5,5.995953138580848,-2.6770886332869512,5,3,5.496790903019971
RVNL,2026-03-23,2026-03-24,2026-04-02,258.45001220703125,260.6600036621094,273.3999938964844,248.0,5.784477068423371,-4.043339800139098,1,3,0.8550943512077734
AMBUJACEM,2026-03-23,2026-03-24,2026-04-02,407.5499877929688,418.4500122070313,427.7000122070313,395.1000061035156,4.94418476692447,-3.05483549560984,1,0,2.674524534546079
TEXRAIL,2026-03-23,2026-03-24,2026-04-02,88.54000091552734,89.66000366210938,91.29000091552734,78.05000305175781,3.105940785593249,-11.847749893042852,1,3,1.2649680765765785
AUBANK,2026-03-23,2026-03-24,2026-04-02,877.5,868.25,919.2000122070312,831.6500244140625,4.7521381432514245,-5.225068442841881,1,5,-1.0541310541310542
SPECIALITY,2026-03-23,2026-03-24,2026-04-02,92.5999984741211,97.48999786376952,98.0,82.69999694824219,5.831535221232259,-10.691146532411292,1,3,5.280776965687565
SYMPHONY,2026-03-23,2026-03-24,2026-04-02,724.0999755859375,728.2999877929688,755.0,685.0,4.267369901381143,-5.399803466958831,1,3,0.5800320879216471
RPOWER,2026-03-23,2026-03-24,2026-04-02,21.399999618530277,22.63999938964844,23.299999237060547,20.170000076293945,8.878503048593789,-5.747661514775328,1,3,5.794391557112212
TATACHEM,2026-03-23,2026-03-24,2026-04-02,608.0999755859375,651.9000244140625,676.4500122070312,580.2999877929688,11.239934116957457,-4.571614686578789,5,3,7.20277102230127
APTUS,2026-03-23,2026-03-24,2026-04-02,198.4539031982422,197.5721435546875,207.12281568849903,191.24135126964168,4.368224736601517,-3.6343714144012815,1,3,-0.44431458859938294
NBCC,2026-03-23,2026-03-24,2026-04-02,81.8499984741211,83.08999633789062,85.3499984741211,77.18000030517578,4.27611492394421,-5.70555681857691,1,3,1.514963820263952
BANKBARODA,2026-03-23,2026-03-24,2026-04-02,270.5,249.55999755859372,277.45001220703125,241.0,2.5693205940965806,-10.905730129390019,1,5,-7.741220865584577
INOXWIND,2026-03-23,2026-03-24,2026-04-02,77.91000366210938,79.55000305175781,83.1500015258789,75.05000305175781,6.725706093526913,-3.6709029340509334,1,3,2.1049920582227264
INDUSINDBK,2026-03-23,2026-03-24,2026-04-02,797.25,778.7000122070312,834.2999877929688,750.5,4.6472233042293825,-5.863907180934462,1,3,-2.3267466657847287
IDFCFIRSTB,2026-03-23,2026-03-24,2026-04-02,62.09000015258789,60.220001220703125,63.54999923706055,58.08000183105469,2.351423870002687,-6.458364167625256,1,5,-3.0117553990806756
HUDCO,2026-03-23,2026-03-24,2026-04-02,167.96597290039062,167.97999572753906,178.63015936590173,159.0,6.349015983038019,-5.337969795648875,1,3,0.008348611868401168
HOMEFIRST,2026-03-23,2026-03-24,2026-04-02,929.5,959.25,964.1500244140624,893.7000122070312,3.7278132774677126,-3.8515317690122375,5,3,3.200645508337816
HINDZINC,2026-03-23,2026-03-24,2026-04-02,488.1313781738281,506.495849609375,521.423103497438,476.0520900934432,6.820238733301501,-2.4745977457084036,4,0,3.7621985098051036
HINDCOPPER,2026-03-23,2026-03-24,2026-04-02,463.5499877929688,495.1499938964844,510.8999938964844,447.0,10.214649412236222,-3.5702703546096046,4,0,6.816957595871796
HINDALCO,2026-03-23,2026-03-24,2026-04-02,854.6500244140625,916.25,922.5,843.5,7.938919282481108,-1.3046304446907164,4,0,7.207625791407388
HDFCLIFE,2026-03-23,2026-03-24,2026-04-02,603.0,566.0999755859375,617.2000122070312,555.0999755859375,2.3548942300217663,-7.943619305814677,1,5,-6.1194070338412105
HDFCBANK,2026-03-23,2026-03-24,2026-04-02,764.9000244140625,750.9000244140625,794.7999877929688,726.6500244140625,3.9090028009621998,-5.00065352060888,1,3,-1.8303045565627274
GRSE,2026-03-23,2026-03-24,2026-04-02,2155.0,2255.300048828125,2367.300048828125,1963.699951171875,9.851510386455917,-8.877032428219257,4,3,4.654294609193736
GRINDWELL,2026-03-23,2026-03-24,2026-04-02,1385.0999755859375,1387.9000244140625,1425.0,1341.5,2.880660249610042,-3.147785456244301,4,3,0.2021549980130855
GNFC,2026-03-23,2026-03-24,2026-04-02,391.1000061035156,398.7000122070313,403.0,365.0,3.0426984686199945,-6.673486498644422,1,3,1.943238554055181
CHOLAFIN,2026-03-23,2026-03-24,2026-04-02,1418.9000244140625,1356.300048828125,1483.300048828125,1299.4000244140625,4.5387288255673,-8.422016910553493,1,5,-4.411866552175745
GALAXYSURF,2026-03-23,2026-03-24,2026-04-02,1561.0999755859375,1655.300048828125,1674.5,1510.0,7.264110318847411,-3.2733313935744452,5,3,6.03421143523052
FEDERALBNK,2026-03-23,2026-03-24,2026-04-02,262.5,265.54998779296875,273.8999938964844,256.5,4.342854817708333,-2.2857142857142856,1,5,1.1619001116071428
COCHINSHIP,2026-03-23,2026-03-24,2026-04-02,1305.0999755859375,1314.5,1372.0,1187.0,5.126045947861357,-9.049113308956684,4,3,0.720253205877371
EICHERMOT,2026-03-23,2026-03-24,2026-04-02,6871.0,6649.5,7073.0,6571.5,2.939892300975113,-4.358899723475477,1,3,-3.2236937854751853
EASEMYTRIP,2026-03-23,2026-03-24,2026-04-02,6.630000114440918,6.5,7.170000076293945,5.769999980926514,8.14479566413346,-12.971344172999682,1,3,-1.9607860059875786
DEVYANI,2026-03-23,2026-03-24,2026-04-02,102.18000030517578,96.43000030517578,106.75,91.5500030517578,4.472499198644778,-10.403207302475938,1,5,-5.6273243128075645
COLPAL,2026-03-23,2026-03-24,2026-04-02,1877.300048828125,1829.5,1927.699951171875,1782.0,2.6847014879273745,-5.076442036403002,1,3,-2.546212517171319
DEEPAKNTR,2026-03-23,2026-03-24,2026-04-02,1321.5,1377.699951171875,1388.5999755859375,1280.0,5.077561527501892,-3.1403707907680665,2,3,4.252739400066212
CYIENT,2026-03-23,2026-03-24,2026-04-02,798.4500122070312,804.8499755859375,827.7999877929688,750.2999877929688,3.6758688881236194,-6.030436931295031,1,3,0.8015484101773418
IRFC,2026-03-23,2026-03-24,2026-04-02,92.87000274658205,91.83999633789062,96.3499984741211,87.0,3.74716875699363,-6.320666063292524,1,3,-1.1090840726063491
KAYNES,2026-03-23,2026-03-24,2026-04-02,3514.300048828125,3538.0,3778.300048828125,3380.0,7.512164480321855,-3.8215305170914067,1,5,0.6743861037072791
ZEEL,2026-03-23,2026-03-24,2026-04-02,71.51000213623047,74.12999725341797,77.27999877929688,69.0,8.068796630818506,-3.510001484056422,1,0,3.663816303901468
LT,2026-03-23,2026-03-24,2026-04-02,3516.800048828125,3613.10009765625,3682.89990234375,3390.5,4.723039445218761,-3.5913343685891657,4,0,2.7382861547734083
PAYTM,2026-03-23,2026-03-24,2026-04-02,1035.0999755859375,1006.0,1071.0,930.5999755859376,3.468266376273522,-10.095643171167668,1,3,-2.8113202852183354
BPCL,2026-03-23,2026-03-24,2026-04-02,282.25,278.1499938964844,298.5,266.6000061035156,5.757307351638618,-5.544727686974092,2,5,-1.4526150942482285
NETWORK18,2026-03-23,2026-03-24,2026-04-02,30.100000381469727,29.93000030517578,31.3799991607666,27.3799991607666,4.252487584966519,-9.036548791466535,1,3,-0.5647842994666584
BEML,2026-03-23,2026-03-24,2026-04-02,1446.800048828125,1482.5,1517.0,1355.0,4.852083826561615,-6.34504048451484,1,3,2.4675110566101477
M&M,2026-03-23,2026-03-24,2026-04-02,3031.300048828125,3011.699951171875,3157.89990234375,2928.10009765625,4.17642105619229,-3.404478260466866,1,5,-0.6465904839683301
MIDHANI,2026-03-23,2026-03-24,2026-04-02,300.3999938964844,292.54998779296875,312.79998779296875,266.6499938964844,4.127827612658781,-11.235020201641548,1,3,-2.6131845083261487
CANBK,2026-03-23,2026-03-24,2026-04-02,133.14999389648438,127.04000091552734,137.58999633789062,121.79000091552734,3.3345870408811797,-8.531726249862768,1,5,-4.588804552035625
NEOGEN,2026-03-23,2026-03-24,2026-04-02,1237.5,1194.800048828125,1292.0,1101.199951171875,4.404040404040404,-11.014145359848484,0,3,-3.4505011047979797
COROMANDEL,2026-03-23,2026-03-24,2026-04-02,1940.0999755859373,1878.300048828125,2027.0,1829.9000244140625,4.479151874006787,-5.680117136159071,1,5,-3.1853990791968245
NATIONALUM,2026-03-23,2026-03-24,2026-04-02,352.8921203613281,399.8084106445313,404.4851364997863,348.9119469347431,14.620053314205993,-1.1278725698124619,4,0,13.294796788085078
SAPPHIRE,2026-03-24,2026-03-25,2026-04-06,159.9600067138672,157.39999389648438,164.6999969482422,139.91000366210938,2.9632345807873004,-12.534384977629315,1,4,-1.6004080457198935
CYIENT,2026-03-24,2026-03-25,2026-04-06,815.7000122070312,813.1500244140625,827.7999877929688,750.2999877929688,1.4833854854554578,-8.01765642213371,0,2,-0.3126134307720891
GRSE,2026-03-24,2026-03-25,2026-04-06,2177.0,2259.5,2367.300048828125,1963.699951171875,8.74138947304203,-9.797889243368168,3,2,3.78961874138723
AMBUJACEM,2026-03-24,2026-03-25,2026-04-06,421.7999877929688,430.0499877929688,431.1000061035156,399.3999938964844,2.2048408202210585,-5.310572438299589,5,2,1.9559033282972333
HINDZINC,2026-03-24,2026-03-25,2026-04-06,508.410888671875,516.6110229492188,521.423103497438,488.475091826037,2.559389485058998,-3.9211978519807906,3,2,1.612895093329927
HOMEFIRST,2026-03-24,2026-03-25,2026-04-06,948.0,978.6500244140624,980.7000122070312,893.7000122070312,3.449368376269119,-5.727846813604299,5,2,3.2331249381922347
BPCL,2026-03-24,2026-03-25,2026-04-06,284.54998779296875,278.70001220703125,298.5,266.6000061035156,4.9024820964606475,-6.3081997749067105,1,4,-2.055869209944859
GRSE,2026-03-27,2026-03-30,2026-04-08,1972.800048828125,2477.39990234375,2506.0,1963.699951171875,27.027571876258026,-0.4612782558301134,5,0,25.577850822508115
PRINCEPIPE,2026-03-27,2026-03-30,2026-04-08,206.0500030517578,241.0200042724609,245.6199951171875,205.0,19.2040725451919,-0.5095865257007842,5,0,16.971609173875606
CYIENT,2026-03-27,2026-03-30,2026-04-08,752.8499755859375,859.25,864.0,750.2999877929688,14.763900912337185,-0.33871128055548033,5,0,14.132965114497367
MIDHANI,2026-03-27,2026-03-30,2026-04-08,270.45001220703125,320.79998779296875,322.8999938964844,266.6499938964844,19.393595608086837,-1.4050723383358312,5,0,18.617109747953815
NEOGEN,2026-03-27,2026-03-30,2026-04-08,1112.0,1328.699951171875,1364.5,1101.199951171875,22.706834532374103,-0.9712274126011691,5,0,19.48740568092401
TEXRAIL,2026-03-27,2026-03-30,2026-04-08,78.80000305175781,97.3000030517578,97.6500015258789,78.05000305175781,23.921316934137607,-0.9517766128858919,5,0,23.477156451185316
EASEMYTRIP,2026-03-27,2026-03-30,2026-04-08,5.849999904632568,7.889999866485596,8.0600004196167,5.769999980926514,37.77778719678352,-1.3675200856448455,5,0,34.87179478819423
NETWORK18,2026-03-27,2026-03-30,2026-04-08,27.520000457763672,32.11000061035156,32.75,27.3799991607666,19.00435848561511,-0.5087256346958908,5,0,16.67877934679687
SYMPHONY,2026-03-27,2026-03-30,2026-04-08,688.2999877929688,750.0499877929688,758.9000244140625,685.0,10.25716081260912,-0.4794403387322653,5,0,8.971378918369757
COCHINSHIP,2026-03-27,2026-03-30,2026-04-08,1193.0999755859375,1379.800048828125,1425.0,1187.0,19.43676382192324,-0.511271118159379,5,0,15.64831758130731
EASEMYTRIP,2026-03-30,2026-04-01,2026-04-09,6.420000076293945,7.960000038146973,8.350000381469727,5.940000057220459,30.062309692212757,-7.47663572226271,5,0,23.987538061557448
BAJFINANCE,2026-03-30,2026-04-01,2026-04-09,817.2999877929688,903.25,926.0,792.4500122070312,13.299891573541315,-3.040496262950181,4,1,10.516335922031526
PAYTM,2026-03-30,2026-04-01,2026-04-09,997.0999755859376,1097.949951171875,1133.5999755859375,962.0,13.689700465571347,-3.520206242639952,5,1,10.114329360671555
DEVYANI,2026-03-30,2026-04-01,2026-04-09,96.76000213623048,104.62999725341795,108.0,91.5500030517578,11.616367936768421,-5.384455321877128,4,1,8.133521024634886
VOLTAS,2026-03-30,2026-04-01,2026-04-09,1249.699951171875,1283.9000244140625,1310.4000244140625,1186.800048828125,4.857171770333153,-5.033200352193915,0,1,2.7366627653395708
BANKBARODA,2026-03-30,2026-04-01,2026-04-09,252.02999877929688,274.239990234375,280.6300048828125,241.0,11.34785789074288,-4.376462656318887,5,1,8.812439615383823
PRINCEPIPE,2026-03-30,2026-04-01,2026-04-09,223.27999877929688,237.1999969482422,245.6199951171875,210.0,10.005372832330044,-5.947688486161096,4,1,6.234323828846247
COLPAL,2026-03-30,2026-04-01,2026-04-09,1819.699951171875,1906.699951171875,1928.0999755859373,1782.0999755859375,5.957027384885808,-2.066273374449637,5,1,4.781007986727293
CYIENT,2026-03-30,2026-04-01,2026-04-09,780.4500122070312,890.2000122070312,892.5499877929688,760.3499755859375,14.363504879566912,-2.575441899764079,5,1,14.062399677544809
COCHINSHIP,2026-03-30,2026-04-01,2026-04-09,1338.5999755859375,1423.9000244140625,1449.0,1228.0999755859375,8.247424654683543,-8.254893322527627,5,0,6.372333063190676
CANBK,2026-03-30,2026-04-01,2026-04-09,127.3000030517578,137.91000366210938,140.5500030517578,121.79000091552734,10.408483646785784,-4.328359783298819,5,1,8.334642856243883
MIDHANI,2026-03-30,2026-04-01,2026-04-09,289.1000061035156,320.45001220703125,329.45001220703125,277.0,13.95711008358396,-4.185404997599024,5,1,10.844000498668406
ROSSARI,2026-03-30,2026-04-01,2026-04-09,404.2999877929688,446.5,465.0,386.5,15.01360723219068,-4.402668397329683,4,0,10.437797051985243
HINDCOPPER,2026-03-30,2026-04-01,2026-04-09,496.0,522.2999877929688,533.5999755859375,468.2000122070313,7.580640239100303,-5.604836248582398,4,1,5.3024168937436995
BANDHANBNK,2026-03-30,2026-04-01,2026-04-09,147.6699981689453,165.94000244140625,167.9199981689453,140.6999969482422,13.713008905730813,-4.719984632713906,5,1,12.372184261530709
HOMEFIRST,2026-03-30,2026-04-01,2026-04-09,950.4500122070312,1059.800048828125,1068.9000244140625,921.3499755859376,12.462518879028636,-3.0617114258876916,4,1,11.50508024795255
RVNL,2026-03-30,2026-04-01,2026-04-09,262.6099853515625,272.8299865722656,277.0599975585937,251.0,5.502461068906654,-4.420999200018965,5,1,3.8917032065712793
SYMPHONY,2026-03-30,2026-04-01,2026-04-09,724.0,740.8499755859375,760.75,697.5999755859375,5.0759668508287294,-3.646412211887086,5,1,2.3273446941902627
TEXRAIL,2026-03-30,2026-04-01,2026-04-09,88.4000015258789,96.9800033569336,99.9000015258789,82.3499984741211,13.009049549205495,-6.843894736796681,5,0,9.705884256736026
NFL,2026-03-30,2026-04-01,2026-04-09,69.44000244140625,74.87000274658203,77.80000305175781,65.6500015258789,12.039170962595753,-5.457950435306165,5,0,7.8197006253818
GSFC,2026-03-30,2026-04-01,2026-04-09,148.4199981689453,161.61000061035156,165.7899932861328,143.22000122070312,11.703271345829942,-3.5035689343716823,5,0,8.886944215153658
IDFCFIRSTB,2026-03-30,2026-04-01,2026-04-09,60.18000030517578,65.27999877929688,66.25,58.08000183105469,10.086406886080006,-3.4895288525621417,5,1,8.47457369268652
NEOGEN,2026-03-30,2026-04-01,2026-04-09,1182.5999755859375,1301.4000244140625,1364.5,1124.0999755859375,15.381365480236656,-4.946727651589479,4,0,10.0456664367225
INDUSINDBK,2026-03-30,2026-04-01,2026-04-09,785.6500244140625,814.5499877929688,840.8499755859375,754.0,7.026022969074952,-4.028514405974477,4,1,3.6784780093986296
SPECIALITY,2026-03-30,2026-04-01,2026-04-09,90.05000305175781,100.18000030517578,104.48999786376952,84.0,16.03552950876866,-6.718492889201199,4,0,11.249302509846197
CHOLAFIN,2026-03-30,2026-04-01,2026-04-09,1373.5999755859375,1533.0999755859375,1558.9000244140625,1299.4000244140625,13.490102804426844,-5.401860257039061,4,1,11.611823153386558
GALAXYSURF,2026-03-30,2026-04-01,2026-04-09,1634.0999755859375,1810.4000244140625,1821.199951171875,1542.0,11.449726355870562,-5.636128569974019,5,0,10.788816563375155
GRSE,2026-03-30,2026-04-01,2026-04-09,2359.300048828125,2523.60009765625,2580.0,2052.0,9.35446728284932,-13.0250516029431,5,0,6.9639319047076516
NETWORK18,2026-03-30,2026-04-01,2026-04-09,30.3700008392334,32.04999923706055,33.029998779296875,28.34000015258789,8.75863637325675,-6.684229932661237,5,0,5.531769349366785
